SK_ID_CURR,TARGET
100001,0.06505115350365899
100005,0.1264008628620721
100013,0.08123883481753807
100028,0.061509363614455144
100038,0.1283076432624615
100042,0.055893562654302675
100057,0.08303505659957816
100065,0.12547014945404752
100066,0.0503590624418531
100067,0.10329456967704856
100074,0.06324561358749248
100090,0.11512749959390199
100091,0.11715822104511228
100092,0.09810110738049091
100106,0.15582105555336917
100107,0.11181272003296594
100109,0.09856982364431137
100117,0.07621643925456383
100128,0.07349350185004877
100141,0.08792808085047804
100150,0.07549698001080203
100168,0.06499484686526817
100169,0.04432495822613236
100170,0.08690339091889729
100171,0.09982796639888068
100172,0.12153726652090693
100184,0.0739171721044746
100187,0.06173908150778883
100212,0.08580741486609235
100222,0.08476303380360342
100223,0.06309495139766641
100232,0.07324641756621232
100241,0.14118941603018179
100245,0.07944665703269006
100253,0.06144341107720488
100256,0.09450552250060652
100271,0.05483319047297367
100278,0.10646984965464183
100280,0.07066897821557806
100306,0.15388845599462242
100311,0.10708583173122703
100312,0.06354206411778854
100330,0.07495907404325683
100331,0.08947734436037082
100352,0.09284457873378954
100358,0.093006462959579
100367,0.08562889481562205
100382,0.08528106471159597
100384,0.07421528114337465
100385,0.11568043013464611
100386,0.09037798935695128
100399,0.07180169163277558
100404,0.0692637614287725
100416,0.07177980818878779
100422,0.12102744691321074
100426,0.07943465420508554
100438,0.06845415904714293
100444,0.11472582332051408
100445,0.1233875237686789
100446,0.11718791412933058
100447,0.06484685933662425
100450,0.073684897940814
100466,0.08577776882932901
100483,0.07288528331888562
100484,0.052560838077373696
100494,0.08403868913148663
100510,0.12550612364273966
100512,0.05955091684647272
100517,0.06955169980080023
100548,0.05836370540743317
100551,0.0700706644788238
100552,0.12561887882021772
100553,0.08592070699338539
100561,0.09290545248633339
100568,0.12349820383732119
100569,0.06932599505218806
100591,0.09532500450649674
100592,0.04786700047993434
100602,0.10761530978210722
100607,0.07915733752121473
100613,0.08342402592094017
100617,0.07819070190652498
100618,0.09140864410334726
100622,0.1635419474665527
100625,0.12431263176237191
100677,0.08352778474211338
100699,0.07670660572911978
100702,0.1367798629986977
100711,0.08414673212557172
100729,0.13700498689615478
100740,0.11816033287164776
100744,0.10482654720052277
100745,0.10250459482496341
100747,0.10006022563221778
100751,0.11105572463681837
100752,0.08554727492674782
100753,0.14571359597809902
100754,0.09584956063196276
100760,0.10778869724450367
100762,0.09414765932663512
100763,0.07689646213231562
100765,0.07605647559910436
100770,0.10165115911132191
100772,0.08600916255940488
100777,0.08513413574717509
100791,0.06889436622965492
100792,0.05947658166287276
100797,0.08817675375476754
100823,0.09451281696192225
100826,0.09202204145795949
100830,0.06687916893389162
100836,0.13168645541781868
100872,0.08325691765578376
100910,0.08810221959395802
100913,0.05843467780953755
100918,0.07937864673538479
100931,0.05514747184902416
100952,0.1194902848052933
100953,0.1017295423941371
100965,0.10498516324440446
100970,0.0812580740871969
100982,0.12076705043209847
100983,0.08480641018997769
100984,0.06855209535901993
100987,0.11510383336707546
100997,0.09121567065736026
100998,0.1314093219068118
101002,0.09746583153356286
101005,0.13453438709951498
101008,0.1205359339427793
101020,0.0944068816820664
101021,0.0910559206009877
101024,0.09414318667965504
101025,0.1271110342296224
101026,0.09416244449873674
101031,0.08579609370327178
101041,0.05721681798444156
101051,0.06411509120527625
101055,0.0887776022289811
101056,0.13112088317061935
101057,0.10187608479978894
101064,0.0728110665475083
101079,0.07948754488696332
101087,0.08834801209149983
101090,0.06424746086440275
101092,0.09062466161434943
101097,0.09630861490977699
101099,0.055576930520801496
101107,0.0894892529233684
101118,0.09101263913059841
101125,0.09791544727678907
101126,0.08149108478468312
101128,0.09538579307817163
101136,0.12997008966990414
101140,0.10720188790181295
101149,0.07461143447731636
101160,0.08020977113151721
101169,0.1139047040814312
101181,0.07426691984170446
101186,0.05765661341740579
101190,0.09935317534686075
101193,0.11827633062849442
101194,0.08977073088165728
101198,0.09753728988346813
101200,0.0765587240653572
101204,0.09941226420334157
101211,0.08185972107005533
101213,0.0838107617308955
101223,0.07259101388072678
101225,0.09344779613202275
101237,0.07531944108282394
101243,0.07945522275754169
101244,0.10902938959099735
101258,0.06844657332981617
101259,0.15467265681652975
101268,0.10278010414570825
101269,0.06505812947658034
101271,0.11227443019629098
101279,0.07017851485663784
101281,0.08675545030959658
101287,0.07470331555638929
101292,0.09197170296561234
101294,0.07760337849291882
101296,0.06648767601102713
101297,0.08110229421754486
101299,0.06148473392716912
101301,0.0760256022284799
101305,0.07619891274800906
101308,0.06827367638008103
101318,0.05586963792807134
101327,0.11159211858804328
101329,0.10362561142012634
101332,0.06396691855061869
101337,0.09168784393150166
101343,0.06388734144858899
101345,0.08158181306324622
101346,0.08891070555660716
101353,0.053288496190473995
101354,0.11075568545317838
101355,0.09436582916170361
101356,0.05658809081128681
101362,0.11095251812528785
101363,0.12558045767131015
101365,0.07995412028656318
101366,0.09505243984275778
101367,0.12163139249713466
101368,0.05568845873556082
101374,0.12436709999028171
101380,0.0601806316365752
101383,0.06512768652959441
101398,0.05287841078254091
101399,0.13350063675648988
101401,0.09513324466099014
101412,0.10100610108262877
101426,0.10497692887101161
101427,0.1424398212995132
101428,0.10161036787567977
101429,0.09574422878772053
101434,0.06867664445817599
101440,0.09161461578235235
101448,0.095070979941651
101449,0.07985483516461515
101465,0.07580329546110781
101467,0.06605088216865987
101472,0.14702855123881356
101478,0.08041520275221403
101497,0.08472821055468174
101504,0.06458279545356028
101547,0.08596212803680245
101548,0.10034209614320339
101555,0.07559559617145484
101570,0.0925319154157202
